Date	AAPL	AMZN	CLAR	COLM	COST	DAL	DNKN	FSLR	GE	GOOG	GOOGL	IBM	MSFT	NFLX	NVDA	TCEHY	TMUS	TRIP	VFC	VTI	VWAGY	YELP
2010-01-04	30.572857	133.899994	4.22	19.625	59.41	11.22		135.46000700000002	14.855769	311.34997599999997	313.68869	132.449997	30.950001	7.64	18.49		15.94		18.344998999999998	57.310001	10.75	
2010-01-05	30.625713	134.690002	4.2	19.610001	59.23	12.1		137.399994	14.932692999999999	309.978882	312.307312	130.850006	30.959999	7.358572000000001	18.76	4.452	15.98		18.695	57.529999	10.825	
2010-01-06	30.138571000000002	132.25	4.22	20.25	60.0	12.11		140.020004	14.855769	302.164703	304.434448	130.0	30.77	7.6171429999999996	18.879998999999998	4.482	14.9		18.620001000000002	57.610001000000004	10.75	
2010-01-07	30.082857	130.0	4.37	20.584999	59.709998999999996	12.69		140.479996	15.625	295.13046299999996	297.347351	129.550003	30.450001	7.485714	18.51	4.3	15.04		18.98	57.849998	11.0	
2010-01-08	30.282858	133.520004	4.5	20.450001	59.279999	12.47		139.679993	15.961538000000001	299.06487999999996	301.31131	130.850006	30.66	7.614286	18.549999	4.358	14.2		18.879998999999998	58.040001000000004	11.225	
2010-01-11	30.015715000000004	130.309998	4.35	20.440001000000002	59.349998	12.79		138.240005	16.115385	298.612823	300.855865	129.479996	30.27	7.604286	18.290001	4.444	14.38		18.8225	58.119999	11.2	
2010-01-12	29.674286	127.349998	4.4	20.385	59.029999	12.54		132.979996	16.125	293.332153	295.535522	130.509995	30.07	7.481428999999999	17.67	4.366	12.7		18.625	57.52	11.025	
2010-01-13	30.092857000000002	129.110001	4.4	20.59	59.400002	12.85		132.119995	16.182692000000003	291.648102	293.838837	130.229996	30.35	7.708571000000001	17.91	4.45	12.66		18.785	58.060001	10.925	
2010-01-14	29.918571000000004	127.349998	4.41	20.635	58.720001	13.17		124.839996	16.057692000000003	293.019196	295.220215	132.309998	30.959999	7.284286	17.629998999999998	4.488	12.46		18.76	58.16	10.8	
2010-01-15	29.418571000000004	127.139999	4.42	21.475	58.790001000000004	12.74		124.07	15.807692999999999	288.12600699999996	290.290283	131.779999	30.860001	7.2785720000000005	17.110001	4.51	12.64		18.655001000000002	57.5	10.75	
2010-01-19	30.719998999999998	127.610001	4.48	21.360001	58.950001	13.03		123.940002	15.903846	291.911407	294.10409500000003	134.139999	31.1	7.314286	17.43	4.224	12.8		18.7875	58.259997999999996	10.425	
2010-01-20	30.247142999999998	125.779999	4.36	20.915001	58.27	13.41		119.5	15.865385	288.329681	290.49548300000004	130.25	30.59	7.32	17.360001	3.96	12.48		18.719998999999998	57.720001	10.35	
2010-01-21	29.724285	126.620003	4.42	20.615	57.52	13.44		119.120003	15.403846	289.606384	291.781769	129.0	30.01	7.312857000000001	17.049999	3.9	11.98		18.605	56.66	10.0	
2010-01-22	28.25	121.43	4.5	20.440001000000002	57.07	13.29		112.389999	15.490385	273.22790499999996	275.280273	125.5	28.959999	7.27	16.459999	3.77	11.76		18.110001	55.41	9.8	
2010-01-25	29.01	120.309998	4.4	20.16	57.549999	13.33		111.720001	15.740385	268.25524900000005	270.270264	126.120003	29.32	7.018571000000001	16.74	3.872	11.72		18.0425	55.650002	9.655	
2010-01-26	29.42	119.480003	4.39	20.200001	57.93	13.15		115.129997	15.721154	269.457428	271.481476	125.75	29.5	7.135714	16.209999	3.69	11.5		18.09	55.400002	9.725	
2010-01-27	29.697144	122.75	4.36	20.940001000000002	57.529999	13.16		114.139999	15.673077	269.29846200000003	271.32132	126.33000200000001	29.67	7.281428	16.65	3.63	11.38		18.295	55.669998	9.4	
2010-01-28	28.469998999999998	126.029999	4.36	20.235001	57.349998	12.65		114.349998	15.538461999999999	265.418701	267.412415	123.75	29.16	9.005714	16.09	3.7	11.06		18.127501000000002	55.009997999999996	8.985	
2010-01-29	27.437143	125.410004	4.35	20.690001000000002	57.43	12.23		113.300003	15.461538000000001	263.257751	265.235229	122.389999	28.18	8.892858	15.39	3.76	11.26		18.0075	54.360001000000004	8.9	
2010-02-01	27.818571000000002	118.870003	4.35	21.855	57.91	12.63		117.489998	15.625	264.787811	266.776764	124.66999799999999	28.41	8.718572	16.57	3.66	11.86		18.237499	55.189999	9.35	
2010-02-02	27.98	118.120003	4.36	21.809998999999998	58.77	12.9		117.370003	16.201923	263.843964	265.825836	125.529999	28.459999	8.835714	16.74	3.71	11.82		18.545	55.900002	9.425	
2010-02-03	28.461428	119.099998	4.36	21.969998999999998	58.419998	12.42		119.07	16.038462	268.662598	270.680695	125.660004	28.629998999999998	8.85	16.879998999999998	3.894	12.16		18.182501000000002	55.619999	9.575	
2010-02-04	27.435715000000002	115.940002	4.35	21.43	58.52	11.46		113.459999	15.423077	261.687958	263.653656	123.0	27.84	8.62	15.9	3.642	11.62		17.887501	53.889998999999996	9.2	
2010-02-05	27.922857	117.389999	4.5	21.49	58.580002	11.3		114.190002	15.182692999999999	263.928406	265.910919	123.519997	28.02	8.691428	16.219998999999998	3.518	11.76		17.879998999999998	53.98	8.825	
2010-02-08	27.731428	116.83000200000001	4.4	21.43	58.139998999999996	11.25		111.209999	15.0	265.011353	267.00201400000003	121.879997	27.719998999999998	8.7	16.190001000000002	3.514	11.74		17.852501	53.560001	8.675	
2010-02-09	28.027143	118.029999	4.35	21.629998999999998	58.759997999999996	12.39		113.290001	15.0	266.48675499999996	268.488495	123.209999	28.01	8.875714	16.059998999999998	3.51	12.02		18.127501000000002	54.27	8.85	
2010-02-10	27.874287	117.360001	4.45	21.555	59.150002	11.58		109.33000200000001	15.086538000000001	265.498199	267.492493	122.809998	27.99	8.784286	16.370001000000002	3.588	11.56		18.110001	54.189999	8.925	
2010-02-11	28.381428000000003	120.089996	4.45	21.98	59.669998	11.83		113.809998	15.163461999999999	266.466888	268.468475	123.730003	28.120001000000002	9.051428999999999	17.120001000000002	3.768	11.88		18.5875	54.77	8.65	
2010-02-12	28.625713	119.660004	4.36	22.09	59.279999	12.25		115.099998	14.951923	264.837494	266.826813	124.0	27.93	9.025714	17.35	3.752	11.92		18.485001	54.77	8.525	
2010-02-16	29.057142	117.529999	4.36	22.129998999999998	60.669998	12.48		121.360001	15.423077	268.901062	270.920929	125.230003	28.35	9.265715	17.67	3.836	12.4		18.870001000000002	55.689999	8.81	
2010-02-17	28.935715000000002	116.309998	4.36	22.355	61.049999	12.73		124.220001	15.528846	267.366028	269.37435899999997	126.33000200000001	28.59	9.215714	17.84	3.88	12.42		19.137501	56.0	8.8	
2010-02-18	28.99	118.08000200000001	4.36	22.6	60.959998999999996	12.55		126.290001	15.615385	269.85485800000004	271.88189700000004	127.809998	28.969998999999998	9.442857	16.67	3.9	12.54		19.102501	56.32	8.825	
2010-02-19	28.809998999999998	117.519997	4.36	22.764999	61.139998999999996	12.69		116.0	15.548077	268.632813	270.650665	127.190002	28.77	9.521428	16.58	3.744	12.62		19.16	56.52	8.6	
2010-02-22	28.631428000000003	118.010002	4.45	22.965	60.790001000000004	12.73		113.089996	15.625	269.64621	271.671661	126.849998	28.73	9.324286	16.610001	3.878	12.48		19.1775	56.43	8.94	
2010-02-23	28.151428000000003	117.239998	4.35	22.73	60.509997999999996	12.64		105.779999	15.336538000000001	265.80618300000003	267.802795	126.459999	28.33	9.192857	16.209999	3.862	12.32		18.942498999999998	55.75	8.75	
2010-02-24	28.665714	119.720001	4.45	22.785	60.860001000000004	12.75		105.129997	15.5	264.017822	266.00100699999996	127.589996	28.629998999999998	9.241427999999999	16.549999	3.86	12.48		19.1675	56.25	8.925	
2010-02-25	28.857143	118.199997	4.45	23.0	61.400002	12.66		102.970001	15.307692999999999	261.51409900000004	263.47848500000003	127.07	28.6	9.372857000000002	16.4	3.824	12.96		19.315001000000002	56.23	8.8	
2010-02-26	29.231428	118.400002	4.4	22.92	60.970001	12.92		105.75	15.442307000000001	261.697906	263.66366600000003	127.160004	28.67	9.435715	16.200001	3.902	12.34		19.344998999999998	56.23	8.8	
2010-03-01	29.855715000000004	124.540001	4.55	23.15	61.650002	13.17		105.620003	15.288461999999999	264.623871	266.611603	128.570007	29.02	9.957142999999999	16.85	3.972	12.08		19.49	56.900002	8.775	
2010-03-02	29.835714000000003	125.529999	4.36	23.23	61.380001	12.78		107.260002	15.288461999999999	268.78182999999996	270.800812	127.41999799999999	28.459999	9.854285	16.84	4.096	12.46		19.52	57.080002	8.95	
2010-03-03	29.904284999999998	125.889999	4.35	23.08	60.68	12.93		107.639999	15.413461999999999	270.898071	272.932922	126.879997	28.459999	9.65	16.629998999999998	4.066	12.66		19.4625	57.150002	9.265	
2010-03-04	30.101429	128.529999	4.35	23.115	60.799999	12.78		108.050003	15.490385	275.503113	277.572571	126.720001	28.629998999999998	9.715714	16.66	3.984	12.74		19.4925	57.299999	9.1	
2010-03-05	31.278571999999997	128.91000400000001	4.4	23.485001	60.68	12.7		108.620003	15.721154	280.28204300000004	282.38739	127.25	28.59	9.664286	17.17	4.11	12.76		19.695	58.209998999999996	9.76	
2010-03-08	31.297141999999997	130.110001	4.4	23.559998999999998	60.669998	12.54		108.639999	15.644231	279.422638	281.52151499999997	126.410004	28.629998999999998	9.811428999999999	16.92	4.114	13.1		20.0	58.220001	9.71	
2010-03-09	31.860001	128.820007	4.5	23.77	60.130001	12.81		106.220001	15.855769	278.285034	280.37536600000004	125.550003	28.799999	9.991427999999999	17.549999	4.11	13.2		19.9375	58.34	9.55	
2010-03-10	32.119999	130.509995	4.55	23.945	59.84	13.3		110.949997	15.875	286.362488	288.513519	125.620003	28.969998999999998	10.182858	17.59	4.182	13.22		19.987499	58.650002	9.6	
2010-03-11	32.214287	133.580002	4.6	24.309998999999998	59.900002	12.99		113.690002	15.846154	288.69232200000005	290.86087000000003	127.599998	29.18	10.17	17.190001000000002	4.21	13.46		19.950001	58.869999	10.175	
2010-03-12	32.371429	131.820007	4.6	24.34	60.169998	12.83		115.529999	16.384615	287.897491	290.06005899999997	127.940002	29.27	9.997143	17.25	4.188	13.38		19.907498999999998	58.869999	10.475	
2010-03-15	31.977141999999997	131.130005	4.6	25.094998999999998	60.549999	12.66		114.91999799999999	16.625	279.770355	281.871857	127.83000200000001	29.290001	9.942857	17.16	4.3	13.26		19.9275	58.849998	10.23	
2010-03-16	32.064285	131.78999299999998	4.5	25.92	60.91	12.98		115.239998	17.375	280.77383399999997	282.882874	128.669998	29.370001000000002	10.09	17.76	4.3	13.7		19.969998999999998	59.330002	10.525	
2010-03-17	32.017143	131.33999599999999	4.55	26.17	61.330002	12.94		114.529999	17.346153	280.952667	283.06304900000003	127.760002	29.629998999999998	10.131428999999999	18.1	4.34	13.82		20.0975	59.709998999999996	10.505	
2010-03-18	32.092857	132.759995	4.49	26.115	61.27	13.11		115.129997	17.490385	281.369965	283.48349	128.380005	29.610001	10.077143	17.459999	4.078	13.88		19.965	59.639998999999996	10.25	
2010-03-19	31.75	130.350006	4.65	26.045	60.720001	12.57		113.300003	17.375	278.190643	280.280273	127.709999	29.59	10.064285	17.25	4.034	14.1		19.9275	59.25	10.3	
2010-03-22	32.107143	130.470001	4.65	26.465	60.880001	13.07		109.360001	17.375	276.94872999999995	279.029022	127.980003	29.6	10.412857	17.530001000000002	4.102	14.12		20.049999	59.669998	10.395	
2010-03-23	32.622856	129.259995	4.63	26.67	60.759997999999996	13.43		112.019997	17.625	272.72616600000003	274.77477999999996	129.369995	29.879998999999998	10.422857	17.889999	4.126	14.4		20.247498999999998	60.09	9.925	
2010-03-24	32.767143	128.03999299999998	4.65	26.385	60.07	13.81		109.449997	17.740385	276.864258	278.943939	128.529999	29.65	10.338572000000001	17.290001	4.066	14.14		19.977501	59.740002000000004	9.55	
2010-03-25	32.378571	134.729996	4.59	26.379998999999998	60.049999	14.2		112.050003	17.596153	279.621338	281.72171000000003	129.240005	30.01	10.505714	17.34	4.08	13.88		19.865	59.400002	9.45	
2010-03-26	32.985714	135.059998	4.8	26.709999	60.130001	14.5		116.5	17.634615	279.526947	281.626617	129.259995	29.66	10.614285	17.34	4.118	13.86		20.127501000000002	59.389998999999996	9.715	
2010-03-29	33.198570000000004	135.119995	4.79	26.84	60.139998999999996	14.65		119.370003	17.692307999999997	279.407715	281.5065	128.58999599999999	29.59	10.557143	17.559998999999998	4.146	13.96		20.102501	59.740002000000004	9.825	
2010-03-30	33.692856	136.580002	4.79	26.514999	60.169998	14.62		122.18	17.596153	281.523956	283.638641	128.770004	29.77	10.722857000000001	17.629998999999998	4.076	14.18		19.985001	59.77	9.75	
2010-03-31	33.57143	135.770004	4.8	26.264999	59.709998999999996	14.59		122.650002	17.5	281.72763100000003	283.843842	128.25	29.290001	10.534286	17.4	4.018	14.16		20.0375	59.59	9.8	
2010-04-01	33.709998999999996	131.809998	5.01	26.855	60.139998999999996	14.69		121.300003	17.625	282.56219500000003	284.684692	128.25	29.16	10.714286	17.219998999999998	3.986	14.42		20.254998999999998	60.02	10.0	
2010-04-05	34.07	131.490005	5.0	27.184998999999998	60.82	14.42		122.279999	17.817307999999997	283.660065	285.790802	129.350006	29.27	11.427143	17.48	4.04	14.56		20.504998999999998	60.599998	9.95	
2010-04-06	34.220001	135.559998	5.0	27.379998999999998	61.740002000000004	14.66		120.529999	17.884615	282.274078	284.394409	128.929993	29.32	11.91	17.049999	4.04	14.64		20.627501000000002	60.77	10.075	
2010-04-07	34.371429	134.869995	5.05	27.370001000000002	61.720001	14.17		126.599998	17.788462	279.949188	282.052063	128.479996	29.35	11.39	17.16	3.988	14.32		20.532498999999998	60.450001	9.875	
2010-04-08	34.278572	140.96000700000002	5.05	26.855	60.98	14.81		126.25	17.846153	281.911438	284.029022	127.610001	29.92	11.69	16.879998999999998	4.11	14.8		20.52	60.59	9.75	
2010-04-09	34.541428	140.059998	5.0	28.285	61.209998999999996	14.58		124.089996	17.807692000000003	281.280548	283.393402	128.759995	30.34	11.774285	16.99	4.158	14.7		20.915001	61.0	9.675	
2010-04-12	34.612858	141.199997	5.05	28.24	60.349998	14.93		127.860001	17.990385	284.514496	286.651642	128.360001	30.32	11.882857000000001	17.299999	4.146	15.04		20.977501	61.139998999999996	9.75	
2010-04-13	34.632858	140.16000400000001	5.0	28.200001	59.889998999999996	14.37		126.75	18.221153	291.489136	293.67868	129.029999	30.450001	12.34	17.66	4.13	15.08		21.0625	61.200001	10.0	
2010-04-14	35.098572	144.279999	4.96	28.290001	59.619999	14.39		132.600006	18.60577	292.596924	294.7948	131.25	30.82	12.51	17.879998999999998	4.17	15.12		20.924999	61.950001	10.125	
2010-04-15	35.560001	145.820007	4.96	28.315001000000002	59.029999	14.39		137.899994	18.75	295.72659300000004	297.947937	130.889999	30.870001000000002	12.404285	18.01	4.112	15.44		20.924999	62.029999	10.125	
2010-04-16	35.342857	142.169998	5.0	28.764999	59.189999	13.87		134.320007	18.240385	273.29745499999996	275.350342	130.630005	30.67	12.187142999999999	17.059998999999998	4.012	14.94		20.629998999999998	61.060001	10.125	
2010-04-19	35.295715	142.429993	5.05	28.91	59.470001	13.18		132.800003	18.211538	273.27261400000003	275.325317	132.229996	31.040001	12.114285	16.98	4.01	14.96		20.655001000000002	61.220001	10.05	
2010-04-20	34.941429	144.199997	5.05	28.945	59.490002000000004	13.16		134.119995	18.26923	275.726654	277.797791	129.690002	31.360001	12.438571000000001	17.040001	4.05	15.2		20.889999	61.799999	9.975	
2010-04-21	37.031428999999996	146.429993	5.15	28.965	59.509997999999996	12.57		130.490005	18.298077	275.35907000000003	277.427429	128.990005	31.33	12.425714	16.6	4.02	15.32		21.08	61.75	10.1	
2010-04-22	38.067142	150.08999599999999	5.03	29.594998999999998	60.220001	12.36		133.940002	18.221153	271.762451	273.803802	129.130005	31.389999	14.321428	16.67	4.05	15.46		21.709999	62.049999	10.1	
2010-04-23	38.689999	143.630005	5.09	30.045	60.200001	13.01		133.869995	18.336538	270.734131	272.767761	129.990005	30.959999	14.247143	16.440001000000002	4.21	15.64		21.665001	62.470001	10.05	
2010-04-26	38.5	147.110001	5.15	29.84	60.07	12.95		131.949997	18.557692000000003	264.102264	266.08609	130.729996	31.110001	15.452857	16.6	4.252	15.54		21.815001000000002	62.25	10.275	
2010-04-27	37.434284000000005	142.020004	5.15	28.690001000000002	59.169998	12.22		128.360001	17.98077	262.820618	264.7948	128.820007	30.85	14.581429	16.129998999999998	4.06	15.12		21.372498999999998	60.75	9.7	
2010-04-28	37.371429	139.350006	5.25	28.565001000000002	58.849998	12.18		128.130005	18.221153	262.885193	264.85986299999996	130.100006	30.91	14.198571	16.16	4.14	15.08		21.415001	61.150002	9.425	
2010-04-29	38.377144	141.729996	5.5	28.700001	59.349998	12.11		150.869995	18.740385	264.28109700000005	266.26626600000003	130.46000700000002	31.0	14.738570999999999	16.65	4.18	15.58		21.780001000000002	61.950001	9.7	
2010-04-30	37.298573	137.100006	5.35	27.780001000000002	59.080002	12.08		143.979996	18.134615	261.151459	263.113098	129.0	30.540001	14.128572	15.71	4.138	15.26		21.605	60.889998999999996	9.6	
2010-05-03	38.049999	137.490005	5.35	28.205	59.310001	12.59		146.91000400000001	18.51923	263.585632	265.565552	129.600006	30.860001	14.57	15.54	4.298	15.92		21.52	61.709998999999996	9.5	
2010-05-04	36.954285	129.830002	5.2	28.014999	59.880001	11.76		139.729996	17.865385	251.54892	253.438446	128.119995	30.129998999999998	14.194285	14.75	4.098	15.54		21.0	60.209998999999996	9.09	
2010-05-05	36.57	130.929993	5.15	27.205	60.360001000000004	12.33		133.949997	17.403847	253.232971	255.13513199999997	127.459999	29.85	14.032857	14.5	4.114	15.48		20.817498999999998	59.720001	8.74	
2010-05-06	35.17857	128.71000700000002	5.1	26.540001	58.029999	11.72		122.239998	16.64423	247.72380099999998	249.584579	123.91999799999999	28.98	13.852858	14.2	3.888	16.120001000000002		20.120001000000002	57.709998999999996	8.3	
2010-05-07	33.694286	124.980003	5.0	25.879998999999998	57.310001	11.7		122.550003	16.23077	244.976669	246.816818	122.099998	28.209999	13.012857	13.96	3.864	14.3		19.7225	56.619999	8.305	
2010-05-10	36.284286	131.28999299999998	6.0	26.934998999999998	57.52	12.3		130.179993	17.346153	259.13955699999997	261.08609	126.269997	28.940001000000002	13.928572	14.56	3.98	15.68		20.7775	59.220001	8.775	
2010-05-11	36.645714	130.46000700000002	5.82	27.43	57.939999	12.4		127.449997	17.307692000000003	252.880264	254.779785	126.889999	28.879998999999998	14.26	14.4	4.03	16.5		20.84	59.169998	8.75	
2010-05-12	37.441429	133.869995	6.1	27.32	57.880001	13.55		128.619995	17.73077	251.062088	252.94795200000002	132.679993	29.440001000000002	15.404285	14.68	3.958	17.5		21.127501000000002	60.119999	8.94	
2010-05-13	36.908573	131.470001	6.16	26.934998999999998	57.669998	13.25		126.0	17.35577	253.789352	255.695694	131.479996	29.24	15.715714000000002	14.65	4.086	17.559998999999998		20.834999	59.400002	8.78	
2010-05-14	36.259997999999996	128.529999	6.2	26.094998999999998	57.740002000000004	13.74		120.309998	16.961538	252.12516800000003	254.019012	131.190002	28.93	14.365714	12.96	4.096	17.440001000000002		20.455	58.330002	8.62	
2010-05-17	36.317142	128.91000400000001	6.2	26.1	58.349998	13.94		113.16999799999999	16.884615	252.34375	254.23924300000002	130.440002	28.940001000000002	15.192857	12.99	4.0	18.1		20.375	58.369999	8.565	
2010-05-18	36.051429999999996	126.279999	6.87	25.455	57.779999	13.57		110.059998	16.567307999999997	247.574768	249.434433	129.949997	28.6	14.572857	12.56	3.946	17.52		20.1875	57.540001000000004	8.55	
2010-05-19	35.477142	124.589996	6.95	24.99	57.77	13.63		110.0	16.596153	245.61749300000002	247.46246299999999	128.860001	28.24	14.372857000000002	12.76	3.854	17.639999		19.9925	57.130001	8.46	
2010-05-20	33.965714	119.709999	6.5	24.52	56.59	12.91		109.620003	15.634615	235.970245	237.742737	123.800003	27.110001	13.57	12.46	3.68	17.08		19.2225	54.91	8.285	
2010-05-21	34.617142	122.720001	6.65	25.025	57.439999	13.34		113.949997	15.788461999999999	234.499802	236.261261	125.41999799999999	26.84	14.21	12.73	3.776	16.780001000000002		19.4725	55.709998999999996	8.49	
2010-05-24	35.251427	122.120003	6.7	25.0	56.759997999999996	13.46		109.209999	15.394231	237.0383	238.818817	124.449997	26.27	14.517142999999999	12.36	3.76	16.879998999999998		19.3375	55.009997999999996	8.455	
2010-05-25	35.031428999999996	124.860001	6.67	24.690001000000002	56.5	13.84		112.620003	15.336538000000001	236.993591	238.773773	124.519997	26.07	15.0	12.69	3.67	16.879998999999998		19.26	55.009997999999996	8.2	
2010-05-26	34.872856	123.209999	6.75	24.969998999999998	55.98	13.85		110.349998	15.394231	236.198761	237.97297700000001	123.230003	25.01	14.971429	12.75	3.796	17.540001		19.022499	54.779999	8.26	
2010-05-27	36.192856	126.699997	6.65	25.934998999999998	58.740002000000004	13.95		115.800003	16.01923	243.645325	245.475479	126.389999	26.0	15.551429	13.5	3.93	18.0		19.4575	56.700001	8.555	
2010-05-28	36.697144	125.459999	6.85	25.59	58.25	13.58		112.360001	15.721154	241.24592599999997	243.05806	125.260002	25.799999	15.878572	13.14	3.85	17.98		19.3375	56.09	8.525	
2010-06-01	37.261429	123.239998	7.08	25.18	57.98	13.54		107.110001	15.365385	239.626465	241.42642200000003	124.339996	25.889999	15.327143	12.58	3.806	17.219998999999998		18.9575	54.93	8.575	
2010-06-02	37.707142	126.309998	7.19	25.67	58.950001	14.09		110.980003	15.721154	245.090927	246.931931	127.410004	26.459999	15.825714000000001	12.72	3.944	17.219998999999998		19.5	56.360001000000004	8.625	
2010-06-03	37.588570000000004	128.759995	7.73	26.059998999999998	57.93	14.28		112.959999	15.817307000000001	251.16639700000002	253.05305499999997	127.959999	26.860001	15.978572	12.7	3.862	17.719998999999998		19.5275	56.66	8.6	
2010-06-04	36.565715999999995	122.769997	7.5	24.855	56.169998	13.58		109.839996	15.105769	247.748627	249.609604	125.279999	25.790001	15.682858	12.1	3.738	17.26		18.6075	54.669998	8.125	
2010-06-07	35.848572	122.010002	6.8	24.264999	55.849998	13.13		104.980003	14.817307000000001	241.191284	243.003006	124.129997	25.290001	15.594285999999999	11.5	3.684	16.559998999999998		18.315001000000002	53.779999	8.095	
2010-06-08	35.618572	118.839996	6.45	24.25	56.66	13.19		104.379997	14.884615	240.823669	242.632629	123.720001	25.110001	15.761429000000001	11.18	3.7	16.58		18.475	54.240002000000004	8.13	
2010-06-09	34.742859	117.910004	6.5	24.469998999999998	57.400002	13.36		103.07	14.730769	235.478439	237.24725299999997	123.900002	24.790001	16.49	10.91	3.472	16.58		18.665001	53.990002000000004	7.98	
2010-06-10	35.787144	123.209999	6.5	25.389999	57.650002	13.35		109.360001	15.076923	241.931473	243.74874900000003	127.68	25.0	16.951429	11.35	3.36	17.120001000000002		19.3825	55.650002	8.525	
2010-06-11	36.215714	123.029999	6.45	25.629998999999998	57.52	13.45		107.269997	14.961538000000001	242.671661	244.49449199999998	128.449997	25.66	17.241428	11.61	3.436	17.299999		19.442498999999998	55.990002000000004	8.525	
2010-06-14	36.325714000000005	123.83000200000001	6.39	25.790001	57.52	13.69		107.529999	14.798077	240.03381299999998	241.836838	128.5	25.5	18.115714999999998	11.36	3.37	17.780001000000002		19.522499	56.0	8.52	
2010-06-15	37.098572	126.839996	6.44	26.455	59.16	13.99		117.269997	15.182692999999999	247.38598599999997	249.24424700000003	129.78999299999998	26.58	17.642857	11.92	3.342	18.299999		20.0075	57.259997999999996	8.725	
2010-06-16	38.17857	126.900002	6.2	26.115	58.34	14.08		118.769997	15.240385	249.015396	250.88588	130.350006	26.32	17.809998999999998	11.77	3.31	18.16		19.8125	57.200001	8.645	
2010-06-17	38.838570000000004	125.889999	6.29	26.014999	58.580002	14.19		123.449997	15.298077	248.42424	250.29028300000002	130.979996	26.370001000000002	17.98	12.22	3.224	18.280001000000002		19.65	57.299999	9.0	
2010-06-18	39.152859	125.83000200000001	6.22	25.98	58.209998999999996	13.71		123.68	15.336538000000001	248.39939900000002	250.265259	130.149994	26.440001000000002	18.059998999999998	12.3	3.328	18.219998999999998		19.790001	57.34	9.075	
2010-06-21	38.595715000000006	122.550003	6.4	25.565001000000002	57.779999	13.49		122.449997	15.480769	242.70146200000002	244.524521	130.649994	25.950001	16.998571	12.01	3.42	17.9		19.6425	57.119999	9.075	
2010-06-22	39.121429	122.309998	6.46	24.73	57.610001000000004	12.67		119.839996	15.182692999999999	241.553925	243.36836200000002	129.300003	25.77	16.632856	11.56	3.2	17.540001		19.092501000000002	56.139998999999996	8.88	
2010-06-23	38.709998999999996	121.449997	6.5	25.07	57.439999	12.66		120.75	14.798077	239.46749900000003	241.266266	130.110001	25.309998999999998	16.824285999999997	11.69	3.204	17.76		19.0075	55.919998	8.995	
2010-06-24	38.42857	118.33000200000001	6.54	24.309998999999998	56.220001	12.31		116.879997	14.5	236.01495400000002	237.787781	128.190002	25.0	16.464285	11.11	3.25	17.219998999999998		18.68	54.77	8.865	
2010-06-25	38.099998	121.0	6.62	24.424999	56.439999	12.0		119.260002	14.336538000000001	234.812775	236.576584	127.120003	24.530001000000002	16.854286	11.08	3.358	16.84		18.8325	55.049999	8.845	
2010-06-28	38.328571000000004	117.800003	6.86	24.415001	56.650002	12.04		119.230003	14.423077	234.51470899999998	236.27627599999997	128.979996	24.309998999999998	16.801428	11.1	3.354	16.98		18.8025	54.869999	8.79	
2010-06-29	36.595715000000006	108.610001	6.73	23.455	55.630001	11.31		114.41999799999999	13.923077	225.662277	227.357361	125.089996	23.309998999999998	16.082857	10.48	3.226	16.540001		18.059998999999998	53.139998999999996	8.575	
2010-06-30	35.932858	109.260002	6.9	23.334999	54.830002	11.75		113.83000200000001	13.865385	221.03736899999998	222.69769300000002	123.480003	23.01	15.521428	10.21	3.318	16.379998999999998		17.795	52.560001	8.575	
2010-07-01	35.497143	110.959999	6.75	23.035	54.900002	11.72		117.449997	13.576923	218.32501200000002	219.964966	122.57	23.16	15.665714000000001	10.38	3.34	16.860001		17.879998999999998	52.330002	8.7	
2010-07-02	35.277142	109.139999	6.58	22.955	54.23	11.03		120.519997	13.346154	216.86450200000002	218.4935	121.860001	23.27	15.297143	10.25	3.33	16.6		17.655001000000002	52.080002	8.65	
2010-07-06	35.518570000000004	110.059998	6.17	22.215	54.0	11.1		121.879997	13.432692999999999	216.62605299999998	218.25325	123.459999	23.82	15.324285999999999	10.14	3.462	16.66		17.477501	52.240002000000004	8.775	
2010-07-07	36.952858	113.43	6.2	22.84	54.290001000000004	11.71		128.479996	14.057692999999999	223.64540099999996	225.325333	127.0	24.299999	16.927143	10.63	3.552	17.299999		18.137501	53.939999	8.915	
2010-07-08	36.869999	116.220001	6.2	23.125	55.709998999999996	11.77		130.649994	14.259615	226.80485499999998	228.50851400000002	127.970001	24.41	16.711428	10.31	3.56	18.02		18.567498999999998	54.470001	8.995	
2010-07-09	37.088570000000004	117.260002	6.64	23.32	56.189999	11.65		132.130005	14.375	232.23454300000003	233.978973	127.959999	24.27	16.790001	10.35	3.604	18.42		18.725	54.889998999999996	8.9	
2010-07-12	36.755714000000005	119.510002	6.47	22.915001	55.93	11.67		129.71000700000002	14.355769	236.377594	238.153152	128.669998	24.83	17.054285	10.54	3.57	18.440001000000002		18.592501000000002	54.91	8.95	
2010-07-13	35.971428	123.650002	6.52	23.809998999999998	56.509997999999996	12.11		130.639999	14.625	243.019394	244.844849	130.479996	25.129998999999998	17.274286	10.92	3.636	18.98		19.047501	55.810001	9.375	
2010-07-14	36.104286	123.300003	6.61	23.49	56.349998	12.21		133.21000700000002	14.615385	244.08247400000002	245.915909	130.720001	25.440001000000002	17.571428	11.03	3.53	18.879998999999998		19.040001	55.799999	9.3	
