Date	MSFT	VTI
2017-05-30	70.410004	123.889999
2017-05-31	69.839996	123.849998
2017-06-01	70.099998	125.0
2017-06-02	71.760002	125.410004
2017-06-05	72.279999	125.25
2017-06-06	72.519997	124.93
2017-06-07	72.389999	125.07
2017-06-08	71.949997	125.290001
2017-06-09	70.32	125.190002
2017-06-12	69.779999	125.16999799999999
2017-06-13	70.650002	125.790001
2017-06-14	70.269997	125.610001
2017-06-15	69.900002	125.33000200000001
2017-06-16	70.0	125.25
2017-06-19	70.870003	126.269997
2017-06-20	69.910004	125.410004
2017-06-21	70.269997	124.690002
2017-06-22	70.260002	124.739998
2017-06-23	71.209999	125.050003
2017-06-26	70.529999	125.139999
2017-06-27	69.209999	124.110001
2017-06-28	69.800003	125.279999
2017-06-29	68.489998	124.279999
2017-06-30	68.93	124.449997
2017-07-03	68.16999799999999	124.75
2017-07-05	69.08000200000001	124.889999
2017-07-06	68.57	123.660004
2017-07-07	69.459999	124.519997
2017-07-10	69.980003	124.610001
2017-07-11	69.989998	124.58000200000001
2017-07-12	71.150002	125.470001
2017-07-13	71.769997	125.66999799999999
2017-07-14	72.779999	126.230003
2017-07-17	73.349998	126.230003
2017-07-18	73.300003	126.309998
2017-07-19	73.860001	127.040001
2017-07-20	74.220001	127.120003
2017-07-21	73.790001	126.949997
2017-07-24	73.599998	126.959999
2017-07-25	74.190002	127.379997
2017-07-26	74.050003	127.290001
2017-07-27	73.160004	127.07
2017-07-28	73.040001	126.860001
2017-07-31	72.699997	126.790001
2017-08-01	72.58000200000001	127.050003
2017-08-02	72.260002	126.93
2017-08-03	72.150002	126.639999
2017-08-04	72.68	126.910004
2017-08-07	72.400002	127.160004
2017-08-08	72.790001	126.809998
2017-08-09	72.470001	126.66999799999999
2017-08-10	71.410004	124.809998
2017-08-11	72.5	125.040001
2017-08-14	73.589996	126.32
2017-08-15	73.220001	126.199997
2017-08-16	73.650002	126.43
2017-08-17	72.400002	124.41999799999999
2017-08-18	72.489998	124.209999
2017-08-21	72.150002	124.389999
2017-08-22	73.160004	125.639999
2017-08-23	72.720001	125.260002
2017-08-24	72.690002	125.059998
2017-08-25	72.82	125.360001
2017-08-28	72.83000200000001	125.410004
2017-08-29	73.050003	125.459999
2017-08-30	74.010002	126.120003
2017-08-31	74.769997	126.980003
2017-09-01	73.940002	127.269997
2017-09-05	73.610001	126.290001
2017-09-06	73.400002	126.639999
2017-09-07	74.339996	126.58000200000001
2017-09-08	73.980003	126.489998
2017-09-11	74.760002	127.849998
2017-09-12	74.68	128.33999599999999
2017-09-13	75.209999	128.399994
2017-09-14	74.769997	128.360001
2017-09-15	75.309998	128.600006
2017-09-18	75.160004	128.91000400000001
2017-09-19	75.440002	128.970001
2017-09-20	74.940002	129.179993
2017-09-21	74.209999	128.820007
2017-09-22	74.410004	128.369995
2017-09-25	73.260002	128.16000400000001
2017-09-26	73.260002	128.190002
2017-09-27	73.849998	128.889999
2017-09-28	73.870003	129.100006
2017-09-29	74.489998	129.520004
2017-10-02	74.610001	130.199997
2017-10-03	74.260002	130.46000700000002
2017-10-04	74.690002	130.58999599999999
2017-10-05	75.970001	131.279999
2017-10-06	76.0	131.190002
2017-10-09	76.290001	130.929993
2017-10-10	76.290001	131.240005
2017-10-11	76.41999799999999	131.419998
2017-10-12	77.120003	131.259995
2017-10-13	77.489998	131.360001
2017-10-16	77.650002	131.449997
2017-10-17	77.589996	131.509995
2017-10-18	77.610001	131.679993
2017-10-19	77.910004	131.71000700000002
2017-10-20	78.809998	132.419998
2017-10-23	78.83000200000001	131.860001
2017-10-24	78.860001	132.08999599999999
2017-10-25	78.629997	131.399994
2017-10-26	78.760002	131.570007
2017-10-27	83.809998	132.639999
2017-10-30	83.889999	132.059998
2017-10-31	83.18	132.330002
2017-11-01	83.18	132.440002
2017-11-02	84.050003	132.470001
2017-11-03	84.139999	132.820007
2017-11-06	84.470001	133.070007
2017-11-07	84.269997	132.83999599999999
2017-11-08	84.559998	133.059998
2017-11-09	84.089996	132.520004
2017-11-10	83.870003	132.53999299999998
2017-11-13	83.93	132.610001
